FIGHTER 1,HEIGHT 1,WEIGHT 1,REACH 1,STANCE 1,DATE OF BIRTH 1,SIGNIFICANT STRIKES LANDED PER MINUTE 1,SIGNIFICANT STRIKING ACCURACY 1,SIGNIFICANT STRIKES ABSORBED PER MINUTE 1,SIGNIFICANT STRIKE DEFENCE 1,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 1,TAKE DOWN ACCURACY 1,TAKEDOWN DEFENSE 1,AVERAGE SUBMISSIONS 1,WIN/LOSS PERCENTAGE 1,WINS 1,LOSSES 1,DRAWS 1,NO CONTESTS 1,FIGHTER 2,HEIGHT 2,WEIGHT 2,REACH 2,STANCE 2,DATE OF BIRTH 2,SIGNIFICANT STRIKES LANDED PER MINUTE 2,SIGNIFICANT STRIKING ACCURACY 2,SIGNIFICANT STRIKES ABSORBED PER MINUTE 2,SIGNIFICANT STRIKE DEFENCE 2,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 2,TAKE DOWN ACCURACY 2,TAKEDOWN DEFENSE 2,AVERAGE SUBMISSIONS 2,WIN/LOSS PERCENTAGE 2,WINS 2,LOSSES 2,DRAWS 2,NO CONTESTS 2,WINNER
Jared Gordon,69.0,155.0,68.0,Orthodox,36.0,5.39,0.57,3.4,0.57,1.95,0.4,0.62,0.0,0.741,20.0,6.0,0.0,1.0,Grant Dawson,70.0,155.0,72.0,Switch,30.0,2.97,0.51,2.27,0.45,3.68,0.36,0.4,1.5,0.87,20.0,2.0,1.0,0.0,0
Anthony Johnson,74.0,205.0,78.0,Orthodox,40.0,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,0.786,22.0,6.0,0.0,0.0,Glover Teixeira,74.0,205.0,76.0,Orthodox,45.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.786,33.0,9.0,0.0,0.0,1
Matthew Riddle,73.0,170.0,76.0,Southpaw,38.0,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,0.615,8.0,3.0,0.0,2.0,Dante Rivera,73.0,185.0,0.0,Southpaw,50.0,2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0,0.696,16.0,7.0,0.0,0.0,1
Katlyn Cerminara,69.0,125.0,68.0,Orthodox,36.0,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3,0.783,18.0,5.0,0.0,0.0,Amanda Ribas,63.0,125.0,66.0,Orthodox,31.0,4.92,0.42,3.33,0.63,1.99,0.51,0.87,0.8,0.75,12.0,4.0,0.0,0.0,1
Quinton Jackson,73.0,205.0,73.0,Orthodox,46.0,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,0.755,37.0,12.0,0.0,0.0,Chuck Liddell,74.0,205.0,76.0,Orthodox,55.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,0.724,21.0,8.0,0.0,0.0,1
Leslie Smith,69.0,135.0,66.0,Orthodox,42.0,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,0.556,10.0,7.0,1.0,0.0,Rin Nakai,61.0,135.0,0.0,Orthodox,38.0,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,0.864,19.0,2.0,1.0,0.0,1
Chael Sonnen,73.0,205.0,73.0,Southpaw,47.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,0.644,29.0,15.0,1.0,0.0,Nate Marquardt,72.0,185.0,74.0,Orthodox,45.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0.625,35.0,19.0,2.0,0.0,1
Dustin Ortiz,65.0,125.0,65.0,Orthodox,36.0,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,0.704,19.0,8.0,0.0,0.0,Alexandre Pantoja,65.0,125.0,67.0,Orthodox,34.0,4.32,0.49,3.9,0.5,2.2,0.48,0.67,1.0,0.844,27.0,5.0,0.0,0.0,1
Quinton Jackson,73.0,205.0,73.0,Orthodox,46.0,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,0.755,37.0,12.0,0.0,0.0,Lyoto Machida,73.0,185.0,74.0,Southpaw,46.0,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0.75,24.0,8.0,0.0,0.0,1
Rich Franklin,73.0,185.0,76.0,Southpaw,50.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,0.784,29.0,7.0,0.0,1.0,Nate Quarry,72.0,185.0,72.0,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,0.75,12.0,4.0,0.0,0.0,1
Matt Hughes,69.0,170.0,73.0,Switch,51.0,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,0.833,45.0,9.0,0.0,0.0,Ricardo Almeida,72.0,170.0,74.0,Orthodox,48.0,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,0.722,13.0,5.0,0.0,0.0,1
Chris Tuchscherer,74.0,258.0,76.0,Orthodox,49.0,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,0.808,21.0,4.0,0.0,1.0,Tim Hague,76.0,260.0,76.0,Orthodox,41.0,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,0.618,21.0,13.0,0.0,0.0,1
Rodrigo Nascimento,74.0,246.0,80.0,Orthodox,32.0,4.31,0.48,4.76,0.43,1.2,0.33,0.77,0.7,0.846,11.0,1.0,0.0,1.0,Don'tale Mayes,78.0,260.0,81.0,Orthodox,32.0,3.6,0.44,3.84,0.46,0.79,0.43,0.6,0.0,0.588,10.0,6.0,0.0,1.0,1
Yves Edwards,69.0,155.0,73.0,Southpaw,48.0,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,0.636,42.0,22.0,1.0,1.0,Nick Agallar,68.0,155.0,0.0,Orthodox,45.0,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0,0.8,24.0,6.0,0.0,0.0,1
Ramsey Nijem,71.0,155.0,75.0,Orthodox,36.0,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,0.6,9.0,6.0,0.0,0.0,Andrew Holbrook,71.0,155.0,70.0,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,0.8,12.0,3.0,0.0,0.0,0
Sam Sicilia,68.0,145.0,67.0,Orthodox,38.0,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,0.652,15.0,8.0,0.0,0.0,Aaron Phillips,69.0,135.0,71.0,Southpaw,35.0,1.51,0.53,3.66,0.43,0.86,0.5,0.44,0.6,0.706,12.0,5.0,0.0,0.0,1
Arjan Bhullar,73.0,245.0,75.0,Orthodox,38.0,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,0.9,9.0,1.0,0.0,0.0,Adam Wieczorek,77.0,250.0,81.0,Orthodox,32.0,1.68,0.38,1.87,0.48,0.41,0.33,0.58,0.4,0.833,10.0,2.0,0.0,0.0,0
Jessica Andrade,61.0,115.0,62.0,Orthodox,33.0,6.67,0.5,5.36,0.54,2.45,0.54,0.72,0.4,0.676,25.0,12.0,0.0,0.0,Karolina Kowalkiewicz,63.0,115.0,64.0,Orthodox,39.0,5.92,0.43,5.55,0.59,0.36,0.26,0.74,0.2,0.696,16.0,7.0,0.0,0.0,1
Chris Cariaso,63.0,125.0,64.0,Southpaw,43.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,0.68,17.0,8.0,0.0,0.0,Henry Cejudo,64.0,135.0,64.0,Orthodox,37.0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2,0.8,16.0,4.0,0.0,0.0,0
Andre Muniz,73.0,185.0,78.0,Southpaw,34.0,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2,0.8,24.0,6.0,0.0,0.0,Bartosz Fabinski,72.0,170.0,75.0,Orthodox,38.0,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0,0.75,15.0,5.0,0.0,0.0,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,39.0,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,0.742,23.0,8.0,0.0,0.0,Henry Cejudo,64.0,135.0,64.0,Orthodox,37.0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2,0.8,16.0,4.0,0.0,0.0,0
Gillian Robertson,65.0,115.0,63.0,Orthodox,29.0,2.61,0.46,3.12,0.56,2.53,0.43,0.43,1.0,0.619,13.0,8.0,0.0,0.0,Molly Mccann,64.0,115.0,62.0,Orthodox,34.0,5.79,0.49,4.94,0.63,1.82,0.38,0.43,0.6,0.7,14.0,6.0,0.0,0.0,1
Mohammed Usman,74.0,239.0,79.0,Orthodox,35.0,2.92,0.4,3.96,0.52,1.26,0.18,0.0,0.0,0.846,11.0,2.0,0.0,0.0,Zac Pauga,74.0,205.0,76.0,Orthodox,36.0,4.46,0.62,2.73,0.58,0.38,0.07,1.0,0.0,0.7,7.0,3.0,0.0,0.0,1
Guangyou Ning,64.0,145.0,64.0,Southpaw,43.0,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,0.5,5.0,4.0,1.0,0.0,Royston Wee,67.0,135.0,67.0,Orthodox,38.0,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,0.8,4.0,1.0,0.0,0.0,1
Dale Hartt,70.0,155.0,69.0,Orthodox,45.0,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,0.667,6.0,3.0,0.0,0.0,Corey Hill,76.0,155.0,80.0,Orthodox,46.0,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,0.4,6.0,9.0,0.0,0.0,1
Nate Marquardt,72.0,185.0,74.0,Orthodox,45.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0.625,35.0,19.0,2.0,0.0,Jeremy Horn,73.0,185.0,74.0,Orthodox,49.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,0.765,91.0,22.0,5.0,1.0,1
Paul Buentello,74.0,245.0,77.0,Orthodox,50.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,0.673,35.0,17.0,0.0,0.0,Justin Eilers,73.0,235.0,0.0,Orthodox,46.0,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0,0.704,19.0,7.0,1.0,0.0,1
Kyung Ho Kang,69.0,135.0,73.0,Orthodox,37.0,3.35,0.48,3.33,0.55,1.87,0.57,0.68,0.8,0.633,19.0,10.0,0.0,1.0,Pingyuan Liu,66.0,135.0,72.0,Orthodox,31.0,2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0,0.65,13.0,7.0,0.0,0.0,1
Thibault Gouti,70.0,155.0,72.0,Orthodox,37.0,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,0.706,12.0,5.0,0.0,0.0,Andrew Holbrook,71.0,155.0,70.0,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,0.8,12.0,3.0,0.0,0.0,1
Uriah Hall,72.0,185.0,79.0,Orthodox,40.0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,0.621,18.0,11.0,0.0,0.0,Antonio Carlos Junior,74.0,185.0,79.0,Orthodox,34.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,0.647,11.0,5.0,0.0,1.0,1
Wendell Oliveira Marques,70.0,170.0,0.0,Orthodox,41.0,3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0,0.744,29.0,10.0,0.0,0.0,Darren Till,72.0,185.0,74.0,Southpaw,32.0,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,0.75,18.0,5.0,1.0,0.0,0
Marcelo Guimaraes,72.0,185.0,73.0,Orthodox,41.0,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,0.75,9.0,2.0,1.0,0.0,Dan Stittgen,73.0,170.0,0.0,Orthodox,44.0,2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,0.706,12.0,5.0,0.0,0.0,1
Stephen Thompson,72.0,170.0,75.0,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0,0.68,17.0,7.0,1.0,0.0,Anthony Pettis,70.0,155.0,72.0,Orthodox,37.0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,0.706,24.0,10.0,0.0,0.0,0
Mayra Bueno Silva,66.0,135.0,66.0,Orthodox,33.0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6,0.667,10.0,3.0,1.0,1.0,Wu Yanan,68.0,135.0,66.0,Orthodox,28.0,4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2,0.684,13.0,6.0,0.0,0.0,1
Myles Jury,70.0,145.0,73.0,Orthodox,36.0,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,0.81,17.0,4.0,0.0,0.0,Chad Mendes,66.0,145.0,66.0,Orthodox,39.0,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,0.783,18.0,5.0,0.0,0.0,0
Jared Cannonier,71.0,185.0,77.0,Switch,40.0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0.0,0.739,17.0,6.0,0.0,0.0,Nick Roehrick,74.0,205.0,0.0,Orthodox,37.0,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,0.875,7.0,1.0,0.0,0.0,1
Tim Boetsch,72.0,185.0,74.0,Orthodox,43.0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,0.618,21.0,13.0,0.0,0.0,Michael Patt,72.0,205.0,0.0,Orthodox,0.0,1.65,0.28,5.53,0.55,0.0,0.0,0.0,0.0,0.75,12.0,4.0,0.0,0.0,1
Mike Easton,66.0,135.0,70.0,Southpaw,40.0,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,0.684,13.0,6.0,0.0,0.0,Byron Bloodworth,68.0,135.0,0.0,Orthodox,41.0,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,0.667,6.0,3.0,0.0,0.0,1
Brendan Loughnane,70.0,145.0,70.0,Switch,35.0,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0,0.85,17.0,3.0,0.0,0.0,Mike Wilkinson,67.0,145.0,66.0,Orthodox,37.0,2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9,0.692,9.0,4.0,0.0,0.0,0
George Roop,73.0,135.0,72.0,Orthodox,43.0,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,0.517,15.0,13.0,1.0,0.0,Reuben Duran,67.0,135.0,71.0,Orthodox,41.0,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,0.579,11.0,7.0,1.0,0.0,1
Chris Cariaso,63.0,125.0,64.0,Southpaw,43.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,0.68,17.0,8.0,0.0,0.0,Louis Smolka,69.0,135.0,68.0,Orthodox,33.0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,0.654,17.0,9.0,0.0,0.0,1
Brok Weaver,72.0,155.0,73.0,Southpaw,33.0,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,0.714,15.0,6.0,0.0,0.0,Kazula Vargas,68.0,155.0,71.0,Southpaw,39.0,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,0.706,12.0,5.0,0.0,0.0,1
Andreas Stahl,71.0,170.0,0.0,Orthodox,36.0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,0.714,10.0,4.0,0.0,0.0,Gilbert Burns,70.0,170.0,71.0,Orthodox,38.0,3.36,0.48,3.34,0.54,1.95,0.35,0.47,0.5,0.786,22.0,6.0,0.0,0.0,0
Mike Pierce,68.0,170.0,71.0,Orthodox,44.0,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,0.708,17.0,7.0,0.0,0.0,Kenny Robertson,70.0,170.0,74.0,Orthodox,40.0,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0.75,15.0,5.0,0.0,0.0,1
Nik Lentz,68.0,145.0,68.0,Orthodox,40.0,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,0.667,30.0,12.0,2.0,1.0,Islam Makhachev,70.0,155.0,70.0,Southpaw,33.0,2.46,0.6,1.27,0.61,3.17,0.6,0.9,1.0,0.962,25.0,1.0,0.0,0.0,0
Antoni Hardonk,76.0,245.0,78.0,Orthodox,48.0,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,0.571,8.0,6.0,0.0,0.0,Mike Wessel,72.0,260.0,0.0,Orthodox,47.0,1.82,0.56,6.43,0.22,6.29,0.5,0.0,0.0,0.652,15.0,8.0,0.0,0.0,1
Mac Danzig,68.0,155.0,70.0,Orthodox,44.0,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,0.618,21.0,12.0,1.0,0.0,Justin Buchholz,72.0,155.0,73.0,Orthodox,41.0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,0.6,15.0,10.0,0.0,0.0,1
Diego Sanchez,70.0,170.0,72.0,Southpaw,43.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0.705,31.0,13.0,0.0,0.0,Brian Gassaway,73.0,170.0,0.0,Orthodox,52.0,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,0.558,29.0,20.0,2.0,1.0,1
Mark Coleman,73.0,205.0,75.0,Orthodox,60.0,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,0.615,16.0,10.0,0.0,0.0,Julian Sanchez,75.0,300.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Carla Esparza,61.0,115.0,63.0,Orthodox,37.0,2.16,0.4,2.69,0.55,3.22,0.35,0.47,0.3,0.741,20.0,7.0,0.0,0.0,Alexa Grasso,65.0,125.0,66.0,Orthodox,31.0,4.67,0.43,3.95,0.58,0.41,0.45,0.59,0.6,0.8,16.0,3.0,1.0,0.0,1
Austin Lingo,70.0,145.0,70.0,Orthodox,30.0,3.86,0.37,4.86,0.57,0.43,0.66,0.75,0.0,0.75,9.0,3.0,0.0,0.0,Melquizael Costa,70.0,155.0,71.0,Southpaw,28.0,4.29,0.46,2.99,0.59,2.49,0.27,0.42,0.5,0.741,20.0,7.0,0.0,0.0,0
Sarah Moras,67.0,135.0,67.0,Orthodox,36.0,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,0.429,6.0,8.0,0.0,0.0,Talita Bernardo,64.0,135.0,68.0,Orthodox,37.0,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,0.6,6.0,4.0,0.0,0.0,0
Rafael Cavalcante,73.0,205.0,74.0,Orthodox,44.0,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,0.6,12.0,7.0,0.0,1.0,Patrick Cummins,74.0,205.0,76.0,Orthodox,44.0,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0.588,10.0,7.0,0.0,0.0,0
Tyson Nam,67.0,125.0,68.0,Orthodox,41.0,3.87,0.33,4.97,0.65,0.0,0.0,0.87,0.0,0.583,21.0,14.0,1.0,0.0,Jerome Rivera,70.0,125.0,72.0,Southpaw,29.0,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0,0.625,10.0,6.0,0.0,0.0,1
Steven Graham,73.0,290.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,2.0,1.0,0.0,0.0,Dmitri Stepanov,75.0,217.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Polyana Viana,65.0,115.0,67.0,Orthodox,32.0,2.99,0.4,2.65,0.53,0.82,0.33,0.38,1.9,0.65,13.0,7.0,0.0,0.0,Iasmin Lucindo,63.0,115.0,66.0,Orthodox,22.0,3.33,0.39,3.23,0.67,2.33,0.66,0.66,0.4,0.75,15.0,5.0,0.0,0.0,0
Ramsey Nijem,71.0,155.0,75.0,Orthodox,36.0,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,0.6,9.0,6.0,0.0,0.0,Cj Keith,72.0,155.0,0.0,Orthodox,38.0,0.86,0.5,1.82,0.5,0.0,0.0,0.62,0.0,0.667,8.0,4.0,0.0,0.0,1
Ignacio Bahamondes,75.0,155.0,75.0,Orthodox,27.0,6.97,0.46,4.36,0.57,0.0,0.0,0.85,0.4,0.737,14.0,5.0,0.0,0.0,Ludovit Klein,67.0,155.0,72.0,Southpaw,29.0,3.49,0.54,3.53,0.53,1.52,0.45,0.83,0.0,0.8,20.0,4.0,1.0,0.0,0
Cody Brundage,72.0,185.0,72.0,Orthodox,30.0,1.8,0.55,2.51,0.43,2.69,0.52,0.73,1.1,0.667,10.0,5.0,0.0,0.0,Sedriques Dumas,74.0,185.0,79.0,Orthodox,29.0,1.88,0.49,2.01,0.56,0.77,0.5,0.4,0.4,0.9,9.0,1.0,0.0,0.0,0
Pat Barry,71.0,235.0,74.0,Orthodox,45.0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,0.533,8.0,7.0,0.0,0.0,Joey Beltran,73.0,185.0,75.0,Orthodox,43.0,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,0.531,17.0,14.0,0.0,1.0,1
Grant Dawson,70.0,155.0,72.0,Switch,30.0,2.97,0.51,2.27,0.45,3.68,0.36,0.4,1.5,0.87,20.0,2.0,1.0,0.0,Ricky Glenn,72.0,155.0,70.0,Southpaw,35.0,3.94,0.43,4.1,0.51,0.55,0.13,0.68,0.4,0.688,22.0,8.0,2.0,0.0,2
Priscila Cachoeira,67.0,125.0,65.0,Orthodox,36.0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0.0,0.667,12.0,6.0,0.0,0.0,Ariane Lipski,66.0,125.0,67.0,Orthodox,30.0,4.27,0.4,4.23,0.52,0.64,0.55,0.79,0.4,0.68,17.0,8.0,0.0,0.0,1
Chase Sherman,76.0,250.0,78.0,Orthodox,35.0,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0,0.571,16.0,12.0,0.0,0.0,Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,43.0,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,0.714,20.0,8.0,0.0,0.0,0
Bojan Velickovic,72.0,170.0,76.0,Southpaw,36.0,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,0.682,15.0,6.0,1.0,0.0,Sultan Aliev,71.0,170.0,74.0,Orthodox,40.0,1.41,0.45,2.2,0.56,1.76,0.38,1.0,0.0,0.833,15.0,3.0,0.0,0.0,0
Domingo Pilarte,72.0,135.0,73.0,Southpaw,34.0,1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8,0.667,8.0,3.0,0.0,1.0,Journey Newson,65.0,135.0,67.0,Orthodox,35.0,2.64,0.32,2.57,0.64,0.56,0.16,0.43,0.3,0.625,10.0,5.0,0.0,1.0,3
Bethe Correia,65.0,135.0,64.0,Orthodox,41.0,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,0.611,11.0,6.0,1.0,0.0,Pannie Kianzad,67.0,135.0,66.0,Orthodox,33.0,4.87,0.49,3.75,0.53,0.35,0.3,0.71,0.1,0.708,17.0,7.0,0.0,0.0,0
Anthony Rocco Martin,72.0,170.0,73.0,Orthodox,35.0,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,0.739,17.0,6.0,0.0,0.0,Keita Nakamura,71.0,170.0,73.0,Southpaw,40.0,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0.723,34.0,10.0,2.0,1.0,1
Brendan Schaub,76.0,245.0,78.0,Orthodox,41.0,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,0.667,10.0,5.0,0.0,0.0,Matt Mitrione,75.0,265.0,82.0,Switch,46.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,0.706,12.0,5.0,0.0,0.0,1
Gegard Mousasi,74.0,185.0,76.0,Orthodox,39.0,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,0.84,42.0,6.0,2.0,0.0,Thales Leites,73.0,185.0,78.0,Orthodox,43.0,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0.757,28.0,9.0,0.0,0.0,1
Mackenzie Dern,64.0,115.0,63.0,Orthodox,31.0,3.31,0.4,4.09,0.51,0.79,0.15,0.28,1.3,0.722,13.0,5.0,0.0,0.0,Angela Hill,63.0,115.0,64.0,Orthodox,39.0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1,0.552,16.0,13.0,0.0,0.0,1
Cain Velasquez,73.0,240.0,77.0,Orthodox,42.0,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,0.824,14.0,3.0,0.0,0.0,Antonio Rodrigo Nogueira,75.0,240.0,77.0,Orthodox,48.0,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,0.739,34.0,10.0,1.0,1.0,1
Jake O'brien,75.0,205.0,76.0,Orthodox,40.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,0.789,15.0,4.0,0.0,0.0,Christian Wellisch,74.0,234.0,77.0,Orthodox,49.0,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,0.615,8.0,5.0,0.0,0.0,1
Adriano Martins,70.0,155.0,72.0,Southpaw,42.0,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0.757,28.0,9.0,0.0,0.0,Islam Makhachev,70.0,155.0,70.0,Southpaw,33.0,2.46,0.6,1.27,0.61,3.17,0.6,0.9,1.0,0.962,25.0,1.0,0.0,0.0,1
Sergio Pettis,66.0,125.0,69.0,Orthodox,31.0,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,0.783,18.0,5.0,0.0,0.0,Brandon Moreno,67.0,125.0,70.0,Orthodox,31.0,3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5,0.677,21.0,8.0,2.0,0.0,1
Trevin Giles,72.0,170.0,74.0,Orthodox,32.0,3.27,0.55,2.22,0.58,1.19,0.5,0.71,0.3,0.727,16.0,6.0,0.0,0.0,Louis Cosce,69.0,170.0,71.0,Orthodox,29.0,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,0.778,7.0,2.0,0.0,0.0,1
Kyle Bochniak,67.0,145.0,70.0,Orthodox,37.0,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,0.615,8.0,5.0,0.0,0.0,Sean Woodson,74.0,145.0,78.0,Orthodox,32.0,5.4,0.46,4.0,0.58,0.76,0.62,0.84,0.5,0.846,11.0,1.0,1.0,0.0,0
Josh Koscheck,70.0,170.0,73.0,Orthodox,47.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0.607,17.0,11.0,0.0,0.0,Dustin Hazelett,73.0,170.0,76.0,Orthodox,38.0,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,0.632,12.0,7.0,0.0,0.0,1
Joshua Burkman,70.0,170.0,72.0,Orthodox,44.0,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,0.622,28.0,16.0,0.0,1.0,Josh Neer,71.0,170.0,72.0,Orthodox,41.0,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,0.679,36.0,16.0,1.0,0.0,1
Holly Holm,68.0,135.0,69.0,Southpaw,43.0,3.21,0.4,2.79,0.56,0.9,0.3,0.78,0.1,0.682,15.0,6.0,0.0,1.0,Mayra Bueno Silva,66.0,135.0,66.0,Orthodox,33.0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6,0.667,10.0,3.0,1.0,1.0,3
